audio,tempo,energia_0
Brain Dance.mp3,0.0,"[[0.00000000e+00]
 [1.62972148e-05]
 [2.82654008e-05]
 [9.74971269e-01]
 [1.00000000e+00]
 [8.91945607e-01]]"
